ERV1:LTR39A2_SSc:Sus	picluster	TE	563	.	.	.	.	71879	71317	89.6	RM
SINE2/tRNA:Pre0_SS:Sus	picluster	TE	260	.	.	.	.	4412	4671	89.6	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	251	.	.	.	.	55684	55434	89.6	RM
(CCCACC)n	picluster	TE	31	.	.	.	.	50722	50752	89.6	RM
ERV1:ALTR2_SSc:Sus	picluster	TE	113	.	.	.	.	63966	64078	89.3	RM
(ACAC)n	picluster	TE	40	.	.	.	.	104907	104946	89.3	RM
(CCTGC)n	picluster	TE	30	.	.	.	.	93131	93160	89.2	RM
ERV1:LTR39_SSc:Sus	picluster	TE	819	.	.	.	.	12588	11770	89	RM
(CCGCG)n	picluster	TE	29	.	.	.	.	68486	68514	88.9	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	215	.	.	.	.	109612	109398	88.8	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	246	.	.	.	.	91002	90757	88.6	RM
(G)n	picluster	TE	28	.	.	.	.	52402	52429	88.3	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	246	.	.	.	.	89844	89599	88.2	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	225	.	.	.	.	17160	16936	88.1	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	14	.	.	.	.	90756	90743	87.9	RM
SINE2/tRNA:MIR:Mammalia	picluster	TE	58	.	.	.	.	7665	7608	87.9	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	180	.	.	.	.	35003	34824	87.8	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	250	.	.	.	.	65444	65195	87.6	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	249	.	.	.	.	38525	38277	87.6	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	252	.	.	.	.	35457	35708	87.5	RM
(CCCCG)n	picluster	TE	7	.	.	.	.	68479	68485	87.5	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	246	.	.	.	.	101037	101282	87.4	RM
(GGCT)n	picluster	TE	28	.	.	.	.	70874	70901	87.4	RM
(GGGGT)n	picluster	TE	40	.	.	.	.	91930	91969	87.3	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	250	.	.	.	.	33878	33629	87.2	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	127	.	.	.	.	19853	19979	87.2	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	136	.	.	.	.	19717	19852	87.1	RM
ERV3:LTR5C_SS:Sus	picluster	TE	475	.	.	.	.	13487	13961	86.9	RM
(AGG)n	picluster	TE	35	.	.	.	.	95244	95278	86.7	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	128	.	.	.	.	5376	5503	86.6	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	213	.	.	.	.	2008	2220	86.3	RM
ERV1:MER41B_SSLTR:Sus	picluster	TE	167	.	.	.	.	4911	4745	86.2	RM
(C)n	picluster	TE	24	.	.	.	.	25530	25553	86.1	RM
(ACCC)n	picluster	TE	24	.	.	.	.	88881	88904	86.1	RM
(GGCA)n	picluster	TE	47	.	.	.	.	41823	41869	86	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	249	.	.	.	.	63569	63817	85.9	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	135	.	.	.	.	5241	5375	85.8	RM
ERV1:ALTR2_SSc:Sus	picluster	TE	729	.	.	.	.	60696	61424	85.6	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	250	.	.	.	.	21217	20968	85.6	RM
(TCTC)n	picluster	TE	24	.	.	.	.	15452	15475	85.6	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	229	.	.	.	.	62875	63103	85.4	RM
(CCCCA)n	picluster	TE	3	.	.	.	.	50753	50755	85.4	RM
(TGGACG)n	picluster	TE	43	.	.	.	.	80694	80736	85.2	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	15	.	.	.	.	105685	105699	85.1	RM
SINE2/tRNA:SINE1C_SS:Sus	picluster	TE	131	.	.	.	.	7666	7796	84.4	RM
(TTCC)n	picluster	TE	34	.	.	.	.	67397	67430	84.4	RM
(TTCC)n	picluster	TE	10	.	.	.	.	67472	67481	84.4	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	15	.	.	.	.	33628	33614	84.3	RM
(CCA)n	picluster	TE	28	.	.	.	.	69001	69028	84.1	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	213	.	.	.	.	6106	5894	83.6	RM
(G)n	picluster	TE	27	.	.	.	.	77225	77251	83.5	RM
SINE2/tRNA:PRE1h:Suina	picluster	TE	254	.	.	.	.	112465	112212	83.4	RM
(GT)n	picluster	TE	27	.	.	.	.	33223	33249	83.4	RM
ERV3:ERV31_SScI:Sus	picluster	TE	272	.	.	.	.	63122	63393	82.8	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	205	.	.	.	.	73526	73322	82.7	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	217	.	.	.	.	113666	113450	82.6	RM
ERV1:ALTR2C_BT:Bos	picluster	TE	13	.	.	.	.	61425	61437	82.5	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	250	.	.	.	.	38752	39001	82.3	RM
SINE2/tRNA:PRE1f2:Suina	picluster	TE	207	.	.	.	.	27470	27264	82.1	RM
L1:L1MB8:Homo	picluster	TE	229	.	.	.	.	101893	102121	81.8	RM
hAT:MER58B:Eutheria	picluster	TE	307	.	.	.	.	8805	9111	81.6	RM
SINE2/tRNA:MIR:Mammalia	picluster	TE	76	.	.	.	.	50454	50379	81.6	RM
SINE2/tRNA:PRE1j:Suina	picluster	TE	90	.	.	.	.	30934	31023	81.4	RM
(GGGGGTG)n	picluster	TE	379	.	.	.	.	22131	22509	81.3	RM
ERV3:LTR21_EC:Equus	picluster	TE	372	.	.	.	.	17534	17163	81.2	RM
SINE2/tRNA:PRE1h:Suina	picluster	TE	238	.	.	.	.	39767	40004	81	RM
L1:L1ME_ORF2:Homo	picluster	TE	168	.	.	.	.	100592	100759	80.9	RM
SINE2/tRNA:CHR1:Physeter	picluster	TE	111	.	.	.	.	100760	100870	80.9	RM
SINE2/tRNA:PRE1k:Suina	picluster	TE	18	.	.	.	.	7797	7814	80.6	RM
SINE2/tRNA:SINE1_SS:Sus	picluster	TE	129	.	.	.	.	100590	100462	80.6	RM
SINE2/tRNA:CHR1:Physeter	picluster	TE	113	.	.	.	.	32217	32329	80.5	RM
(CCACCCA)n	picluster	TE	35	.	.	.	.	95869	95903	80.5	RM
SINE2/tRNA:SINE1D_SS:Sus	picluster	TE	128	.	.	.	.	106975	107102	80.3	RM
ERV3:LTR75:Homo	picluster	TE	183	.	.	.	.	69943	69761	80.2	RM
(AAAAAG)n	picluster	TE	46	.	.	.	.	77992	78037	80.2	RM
ERV3:MLT1C1:Eutheria	picluster	TE	271	.	.	.	.	34806	34536	79.9	RM
(GGGGGGT)n	picluster	TE	24	.	.	.	.	52430	52453	79.9	RM
SINE2/tRNA:PRE1_SS:Sus	picluster	TE	211	.	.	.	.	5150	4940	79.6	RM
SINE2/tRNA:MIR:Mammalia	picluster	TE	144	.	.	.	.	9338	9195	79.5	RM
SINE2/tRNA:SINE1C_SS:Sus	picluster	TE	134	.	.	.	.	14196	14329	78.9	RM
ERV3:MLT1D:Eutheria	picluster	TE	73	.	.	.	.	35111	35039	78.9	RM
ERV3:MLT1C2:Eutheria	picluster	TE	71	.	.	.	.	34535	34465	78.8	RM
SINE2/tRNA:PRE1k:Suina	picluster	TE	137	.	.	.	.	101756	101892	78.8	RM
CR1:X18_LINE:Mammalia	picluster	TE	104	.	.	.	.	10503	10606	78.6	RM
CR1:L2:Eutheria	picluster	TE	136	.	.	.	.	24441	24306	78.3	RM
(TG)n	picluster	TE	45	.	.	.	.	99215	99259	78.3	RM
L1:L1MB3_EC:Equus	picluster	TE	376	.	.	.	.	100060	100435	77.9	RM
SINE2/tRNA:MIR:Mammalia	picluster	TE	69	.	.	.	.	45494	45562	77.9	RM
L1:L1MB7:Eutheria	picluster	TE	166	.	.	.	.	100871	101036	77.6	RM
(GT)n	picluster	TE	233	.	.	.	.	102614	102846	77.4	RM
ERV3:MLT1G1:Homo	picluster	TE	146	.	.	.	.	26503	26648	77.2	RM
L1:L1MB7:Eutheria	picluster	TE	470	.	.	.	.	101283	101752	77.1	RM
ERV3:MLT1M:Mammalia	picluster	TE	134	.	.	.	.	36120	35987	77.1	RM
(CTGCCC)n	picluster	TE	44	.	.	.	.	23273	23316	76.8	RM
SINE2/tRNA:PRE1k:Suina	picluster	TE	7	.	.	.	.	33613	33607	76.7	RM
SINE2/tRNA:PRE1k:Suina	picluster	TE	18	.	.	.	.	14330	14347	76.3	RM
hAT:Charlie18a:Mammalia	picluster	TE	157	.	.	.	.	99015	99171	75.5	RM
L1:L1ME3C_3end:Eutheria	picluster	TE	318	.	.	.	.	33289	33606	75.2	RM
ERV3:LTR16B2:Eutheria	picluster	TE	257	.	.	.	.	109352	109096	75	RM
DNA:MER104:NA	picluster	TE	150	.	.	.	.	28966	28817	74.8	RM
SINE2/tRNA:SINE1B_SS:Sus	picluster	TE	41	.	.	.	.	30893	30933	74.6	RM
(CGGGGG)n	picluster	TE	67	.	.	.	.	51376	51442	74.1	RM
ERV3:MLT1K:Homo	picluster	TE	240	.	.	.	.	34464	34225	73.9	RM
ERV1:ALTR39_BT:Bos	picluster	TE	26	.	.	.	.	12614	12589	73.9	RM
(TCCCC)n	picluster	TE	88	.	.	.	.	25479	25566	73.8	RM
CR1:CR116_AMi:Alligator	picluster	TE	26	.	.	.	.	10607	10632	73	RM
L1:L1ME3A:Homo	picluster	TE	423	.	.	.	.	83418	83840	72.4	RM
L1:L1MC5:Eutheria	picluster	TE	219	.	.	.	.	20718	20936	72.4	RM
L1:L1MC5:Eutheria	picluster	TE	1	.	.	.	.	20967	20967	72.4	RM
(GGGGC)n	picluster	TE	109	.	.	.	.	68362	68470	72.2	RM
SINE2/tRNA:SUSINE2:Sus	picluster	TE	64	.	.	.	.	27555	27492	71.6	RM
ERV3:MLT1J:Eutheria	picluster	TE	242	.	.	.	.	105800	106041	71.4	RM
L1:L1ME3C_3end:Eutheria	picluster	TE	51	.	.	.	.	83367	83417	71.3	RM
ERV3:MER21C:Eutheria	picluster	TE	46	.	.	.	.	17580	17535	71.1	RM
ERV3:LTR16:Homo	picluster	TE	309	.	.	.	.	29639	29947	71.1	RM
SINE2/tRNA:PRE1j:Suina	picluster	TE	11	.	.	.	.	32330	32340	70.9	RM
CR1:L2:Eutheria	picluster	TE	515	.	.	.	.	26709	27223	70.4	RM
ERV3:LTR16A:Eutheria	picluster	TE	55	.	.	.	.	29948	30002	70.4	RM
L1:L14_Cho:Choloepus	picluster	TE	296	.	.	.	.	40044	40339	70.2	RM
SINE2/tRNA:MIR:Mammalia	picluster	TE	95	.	.	.	.	42468	42562	69.5	RM
L1:L1ME3A:Homo	picluster	TE	548	.	.	.	.	40340	40887	69.4	RM
ERV3:MLT1C1:Eutheria	picluster	TE	20	.	.	.	.	35131	35112	69.4	RM
CR1:L2:Eutheria	picluster	TE	165	.	.	.	.	19481	19317	68.5	RM
ERV3:ERVLE:Eutheria	picluster	TE	651	.	.	.	.	110272	110922	64.9	RM
